KJ-GK-KL,0
KJ-KKL,11
JLK-J,247
JLKJ,0
JLK,0
JLKEK-GLHKLHN-H,17
JLKEKGL-K,12
JLKEK,0
JLKEK,8
JLKEK-GLHKLHN-H,17
JLKEKGL-K,12
JLKEK,0
JLKEK,8
JLKE,10
