"(('1', 'HDIEDIHFDKIEAGJDBHDHGHFJGIGBDGICFGHCBHGCDJEBIKEIJIJGDIKDJIKAFGAKFEJIDBJCIAGJEIKFGIHCEIFGEIFBDCJDBJIDCBEIFKIFGBKHGDGCHFKAGDGJHCJDKCFEDAIBEAIJHJGECDIHEKFIEFKEGHDIHFGIDHFGFHGHFAIJDHJGDJGCIHGAEFKAHJHKBICGEDKFGHKDHFHKCIHFGBHKDCKJBJGFKBIJKHKHJBDBGBFDAEHFGHFDHIJDKAEGJCGKGAFEJBDFEDBAD'), ('2', 'JGDEHIKIHGJDJEHFGCBDIJIFBIGDJGBIHKADIDJIJAIAIHEIJFHJGFBKHIDIFIKGIBEIGEHGIDGBHKBHIDAHBIEGHKCJFHGDIAKIHGFEDBIFIHBEAGHFCJGJIKFEFHBGKHBAKGHBKBHJGJGJGDHFAHEKADHBDFHDKEGHGIGJABIBFCFKGBKFAIFIKFGIGEHJKFHGFBHDFHKIGHFGKBHJKFDIAIJFAKBGFIFGEGHEIJBIFIBCDHABGIJAJEAFGHKEHBHJGBIEGFIKIGHJEB'))","('D-E-I-I-JD-E-K-IJ-G-IHFGBHKD', 2)"
"(('1', 'HDIEDIHFDKIEAGJDBHDHGHFJGIGBDGICFGHCBHGCDJEBIKEIJIJGDIKDJIKAFGAKFEJIDBJCIAGJEIKFGIHCEIFGEIFBDCJDBJIDCBEIFKIFGBKHGDGCHFKAGDGJHCJDKCFEDAIBEAIJHJGECDIHEKFIEFKEGHDIHFGIDHFGFHGHFAIJDHJGDJGCIHGAEFKAHJHKBICGEDKFGHKDHFHKCIHFGBHKDCKJBJGFKBIJKHKHJBDBGBFDAEHFGHFDHIJDKAEGJCGKGAFEJBDFEDBAD'), ('2', 'JGDEHIKIHGJDJEHFGCBDIJIFBIGDJGBIHKADIDJIJAIAIHEIJFHJGFBKHIDIFIKGIBEIGEHGIDGBHKBHIDAHBIEGHKCJFHGDIAKIHGFEDBIFIHBEAGHFCJGJIKFEFHBGKHBAKGHBKBHJGJGJGDHFAHEKADHBDFHDKEGHGIGJABIBFCFKGBKFAIFIKFGIGEHJKFHGFBHDFHKIGHFGKBHJKFDIAIJFAKBGFIFGEGHEIJBIFIBCDHABGIJAJEAFGHKEHBHJGBIEGFIKIGHJEB'))","('D-E-I-I-JD-E-K-IJ-G-IHFGBHKD', 2)"
"(('1', 'HDIEDIHFDKIEAGJDBHDHGHFJGIGBDGICFGHCBHGCDJEBIKEIJIJGDIKDJIKAFGAKFEJIDBJCIAGJEIKFGIHCEIFGEIFBDCJDBJIDCBEIFKIFGBKHGDGCHFKAGDGJHCJDKCFEDAIBEAIJHJGECDIHEKFIEFKEGHDIHFGIDHFGFHGHFAIJDHJGDJGCIHGAEFKAHJHKBICGEDKFGHKDHFHKCIHFGBHKDCKJBJGFKBIJKHKHJBDBGBFDAEHFGHFDHIJDKAEGJCGKGAFEJBDFEDBAD'), ('3', 'JHBDGFAJGKCHABJIBEGHIEBIBEFHGFBHGDABFDIGHBCEGIHDHGHIHEHFGKDEHEDGIFCIFGIKHIHGJHCIKEHJGAEFIEGIFDIBEJEFBHICAEHEAFDHIHFKGEKGFIKHDEIBIEDIDIKDGKDKHAJBGDBKHIGEJCIHIHAJIGDFCIGFHEIHEJIKEDJAIJFKBGIDIDBIBEJKBEAIBIGHBKFADFAJBFIEDAGIGDFIDIHEKJBIFKAIAFBFBJFGCIFEFGAKGIHEGJIFKFEKHJEJHBJDBKEFGEIBCKHEBAEKIJCGA'))","('J-HD-G-FJG-E-GD-G-EF', 0)"
"(('1', 'HDIEDIHFDKIEAGJDBHDHGHFJGIGBDGICFGHCBHGCDJEBIKEIJIJGDIKDJIKAFGAKFEJIDBJCIAGJEIKFGIHCEIFGEIFBDCJDBJIDCBEIFKIFGBKHGDGCHFKAGDGJHCJDKCFEDAIBEAIJHJGECDIHEKFIEFKEGHDIHFGIDHFGFHGHFAIJDHJGDJGCIHGAEFKAHJHKBICGEDKFGHKDHFHKCIHFGBHKDCKJBJGFKBIJKHKHJBDBGBFDAEHFGHFDHIJDKAEGJCGKGAFEJBDFEDBAD'), ('2', 'JGDEHIKIHGJDJEHFGCBDIJIFBIGDJGBIHKADIDJIJAIAIHEIJFHJGFBKHIDIFIKGIBEIGEHGIDGBHKBHIDAHBIEGHKCJFHGDIAKIHGFEDBIFIHBEAGHFCJGJIKFEFHBGKHBAKGHBKBHJGJGJGDHFAHEKADHBDFHDKEGHGIGJABIBFCFKGBKFAIFIKFGIGEHJKFHGFBHDFHKIGHFGKBHJKFDIAIJFAKBGFIFGEGHEIJBIFIBCDHABGIJAJEAFGHKEHBHJGBIEGFIKIGHJEB'))","('D-E-I-I-JD-E-K-IJ-G-IHFGBHKD', 2)"
"(('1', 'HDIEDIHFDKIEAGJDBHDHGHFJGIGBDGICFGHCBHGCDJEBIKEIJIJGDIKDJIKAFGAKFEJIDBJCIAGJEIKFGIHCEIFGEIFBDCJDBJIDCBEIFKIFGBKHGDGCHFKAGDGJHCJDKCFEDAIBEAIJHJGECDIHEKFIEFKEGHDIHFGIDHFGFHGHFAIJDHJGDJGCIHGAEFKAHJHKBICGEDKFGHKDHFHKCIHFGBHKDCKJBJGFKBIJKHKHJBDBGBFDAEHFGHFDHIJDKAEGJCGKGAFEJBDFEDBAD'), ('4', 'EFKHDIJIKJHDIHKGAHJDIGJCBCAECFEBKHJGIGDFCDFHBIEGIFIKFGCGDHKDFCGDGFHBKHGCFIEHEJDGDGBGKHBFGEJHFEDCHFHIJFDGAIBKIABJDEDAFBFDFKHAGHFBHKHEFBHFIJGEFIBJAKBEBGIFEFEGDGDFKFAKDKHBFEIEIDGFADCKJBIDFGAIBEKIKCAIGEHJDCEHGCHKBHKIJHIHABHGDCEIGCIAKHJKJABAEGIFEJIGHKGEGJEFKCBAGJAHGDKAKJIJFDHFDABAHGFDEGHBIKFJK'))","('HDI-H-H-J-IG-D-H-B-C-JD-A', 10)"
"(('1', 'HDIEDIHFDKIEAGJDBHDHGHFJGIGBDGICFGHCBHGCDJEBIKEIJIJGDIKDJIKAFGAKFEJIDBJCIAGJEIKFGIHCEIFGEIFBDCJDBJIDCBEIFKIFGBKHGDGCHFKAGDGJHCJDKCFEDAIBEAIJHJGECDIHEKFIEFKEGHDIHFGIDHFGFHGHFAIJDHJGDJGCIHGAEFKAHJHKBICGEDKFGHKDHFHKCIHFGBHKDCKJBJGFKBIJKHKHJBDBGBFDAEHFGHFDHIJDKAEGJCGKGAFEJBDFEDBAD'), ('3', 'JHBDGFAJGKCHABJIBEGHIEBIBEFHGFBHGDABFDIGHBCEGIHDHGHIHEHFGKDEHEDGIFCIFGIKHIHGJHCIKEHJGAEFIEGIFDIBEJEFBHICAEHEAFDHIHFKGEKGFIKHDEIBIEDIDIKDGKDKHAJBGDBKHIGEJCIHIHAJIGDFCIGFHEIHEJIKEDJAIJFKBGIDIDBIBEJKBEAIBIGHBKFADFAJBFIEDAGIGDFIDIHEKJBIFKAIAFBFBJFGCIFEFGAKGIHEGJIFKFEKHJEJHBJDBKEFGEIBCKHEBAEKIJCGA'))","('J-HD-G-FJG-E-GD-G-EF', 0)"
"(('1', 'HDIEDIHFDKIEAGJDBHDHGHFJGIGBDGICFGHCBHGCDJEBIKEIJIJGDIKDJIKAFGAKFEJIDBJCIAGJEIKFGIHCEIFGEIFBDCJDBJIDCBEIFKIFGBKHGDGCHFKAGDGJHCJDKCFEDAIBEAIJHJGECDIHEKFIEFKEGHDIHFGIDHFGFHGHFAIJDHJGDJGCIHGAEFKAHJHKBICGEDKFGHKDHFHKCIHFGBHKDCKJBJGFKBIJKHKHJBDBGBFDAEHFGHFDHIJDKAEGJCGKGAFEJBDFEDBAD'), ('2', 'JGDEHIKIHGJDJEHFGCBDIJIFBIGDJGBIHKADIDJIJAIAIHEIJFHJGFBKHIDIFIKGIBEIGEHGIDGBHKBHIDAHBIEGHKCJFHGDIAKIHGFEDBIFIHBEAGHFCJGJIKFEFHBGKHBAKGHBKBHJGJGJGDHFAHEKADHBDFHDKEGHGIGJABIBFCFKGBKFAIFIKFGIGEHJKFHGFBHDFHKIGHFGKBHJKFDIAIJFAKBGFIFGEGHEIJBIFIBCDHABGIJAJEAFGHKEHBHJGBIEGFIKIGHJEB'))","('D-E-I-I-JD-E-K-IJ-G-IHFGBHKD', 2)"
"(('1', 'HDIEDIHFDKIEAGJDBHDHGHFJGIGBDGICFGHCBHGCDJEBIKEIJIJGDIKDJIKAFGAKFEJIDBJCIAGJEIKFGIHCEIFGEIFBDCJDBJIDCBEIFKIFGBKHGDGCHFKAGDGJHCJDKCFEDAIBEAIJHJGECDIHEKFIEFKEGHDIHFGIDHFGFHGHFAIJDHJGDJGCIHGAEFKAHJHKBICGEDKFGHKDHFHKCIHFGBHKDCKJBJGFKBIJKHKHJBDBGBFDAEHFGHFDHIJDKAEGJCGKGAFEJBDFEDBAD'), ('4', 'EFKHDIJIKJHDIHKGAHJDIGJCBCAECFEBKHJGIGDFCDFHBIEGIFIKFGCGDHKDFCGDGFHBKHGCFIEHEJDGDGBGKHBFGEJHFEDCHFHIJFDGAIBKIABJDEDAFBFDFKHAGHFBHKHEFBHFIJGEFIBJAKBEBGIFEFEGDGDFKFAKDKHBFEIEIDGFADCKJBIDFGAIBEKIKCAIGEHJDCEHGCHKBHKIJHIHABHGDCEIGCIAKHJKJABAEGIFEJIGHKGEGJEFKCBAGJAHGDKAKJIJFDHFDABAHGFDEGHBIKFJK'))","('HDI-H-H-J-IG-D-H-B-C-JD-A', 10)"
"(('1', 'HDIEDIHFDKIEAGJDBHDHGHFJGIGBDGICFGHCBHGCDJEBIKEIJIJGDIKDJIKAFGAKFEJIDBJCIAGJEIKFGIHCEIFGEIFBDCJDBJIDCBEIFKIFGBKHGDGCHFKAGDGJHCJDKCFEDAIBEAIJHJGECDIHEKFIEFKEGHDIHFGIDHFGFHGHFAIJDHJGDJGCIHGAEFKAHJHKBICGEDKFGHKDHFHKCIHFGBHKDCKJBJGFKBIJKHKHJBDBGBFDAEHFGHFDHIJDKAEGJCGKGAFEJBDFEDBAD'), ('5', 'DKGEHKHIBCFHAEHEKIDEHJKGBDHCDFAJHDHJFGHCKEIDKFGFIEJCJCHEHIHKEGCEFGIDIFIFECGDHFGFCBIGJBAFGBIFHGKFIHJHICKDGEABEIHGIKCHBGCJBIFDKIEKGDIEGEIFIDHEAIGJHGFGIGEBFKAFDFKFDKCBIFGAJGBDIHIKGJECDBDAGIGHJFHABGDJDFIDEIEIKGEAEFAHCHFGBKIEKIHDHEHJEJECAHIAFIJEJKGIHGBDJIGDKIKGAFIEBIHIFCFGHBGAGEJFHFGHDFEIHFIJDAGCJI'))","('HD-E-I-F-KIE-G-D-IGB-C', 32)"
"(('1', 'HDIEDIHFDKIEAGJDBHDHGHFJGIGBDGICFGHCBHGCDJEBIKEIJIJGDIKDJIKAFGAKFEJIDBJCIAGJEIKFGIHCEIFGEIFBDCJDBJIDCBEIFKIFGBKHGDGCHFKAGDGJHCJDKCFEDAIBEAIJHJGECDIHEKFIEFKEGHDIHFGIDHFGFHGHFAIJDHJGDJGCIHGAEFKAHJHKBICGEDKFGHKDHFHKCIHFGBHKDCKJBJGFKBIJKHKHJBDBGBFDAEHFGHFDHIJDKAEGJCGKGAFEJBDFEDBAD'), ('3', 'JHBDGFAJGKCHABJIBEGHIEBIBEFHGFBHGDABFDIGHBCEGIHDHGHIHEHFGKDEHEDGIFCIFGIKHIHGJHCIKEHJGAEFIEGIFDIBEJEFBHICAEHEAFDHIHFKGEKGFIKHDEIBIEDIDIKDGKDKHAJBGDBKHIGEJCIHIHAJIGDFCIGFHEIHEJIKEDJAIJFKBGIDIDBIBEJKBEAIBIGHBKFADFAJBFIEDAGIGDFIDIHEKJBIFKAIAFBFBJFGCIFEFGAKGIHEGJIFKFEKHJEJHBJDBKEFGEIBCKHEBAEKIJCGA'))","('J-HD-G-FJG-E-GD-G-EF', 0)"
