
B,G,D,I,E,I,H,E,F,G,B,F,G,H,A,F,C,G,B,G,B,F,F
D,I,E,H,F,G,B,F,G,F,G,B,G
I,A,D,F,B,I,F,G,B,H,F,A,C,G,B,F,G,E,I,F,G,F,B,G,A,E,H,B,D,B,I
I,A,F,G,H,F,B,F,G,E
I,A,F,G,H,F,B,F,G
I,A,D,A,F,B,G,B,G,B,G,H,E,C,H,F,I,F,I,B,B,C,D,E,H,E,F,I,F,E,H
I,A,B,B,B,C,D,E,E,F
I,A,B,D
I,A,B,D
D,G,H,I,G,B,B,C,G,D,I,F,E
D,G,H,B,B,C,G,D,I,E
B,G,D,I,E
B,G,D,I,E
B,G,D,I
