1,CACACACACACACABCACACACA
2,BACBCBCACBCACACACBCACBACBCACABACACABACACABA
3,BACABCBCACBABABCACBABCACACACACABCACACACBACACACACA
4,CBACBCACACBCACBCACACBCBACABCBCACABCA
5,CACACACBCBCACABCBACABABCBCACACABCAB
