D,J,D,I,J,K,F,F,K,I,F,B,A
D,J,D,I,J,K,F
D,J,D,I,J,H,A,J,F,K,G,F,J,A,I,J,K,I,D,A
D,J,D,I,J,H,A,F,K,F
D,J,D,I,J,K,F
H,I,K,D,C,J,I,F,D,F,J,K,H,F,K,D,A,K,F,A,I,B,J,D
H,I,K,J,I,F,F,J,H,F
H,I,K,I,F,H,F
H,I,K,I,F,H
