
E,D,C,B,D,F,E,F,D,E,C,D,E,E,A,D,E,A,D,E,E,F,C,B,B,C,D,E,E,A,F,F,B,E,A,E,D,D,E,C,B,D,E,A,A,D,A,B,D,B,F,E,F,C,A,E,F,F,B,E,A,B,D,E
E,D,C,B,D,F,E,F,D,E,E,E,E,A,D,E,F,B,C,D,E,E,E,E,C,D,E,F,C,A,E,F,D,E
E,D,F,E,A,D,F,A,A,D,E,D,E,B,F,B,E,D,E,B,F,E,F,E,F,D,B,F,A,C,A,B,C,D,E,F,A,E,D,F,B,D,E,D,E,A,E,B,D,A,E,F,E,A,E,A,F,A,B,A,F,A,E,A,E
E,D,F,E,A,D,F,A,D,E,D,E,B,B,E,E,F,E,F,E,E,B,A,E,F,E,A,E,A,F,A,B
E,D,F,E,D,F,A,D,E,D,E,B,B,E,F,A,E
D,C,B,E,D,F,D,D,E,C,D,E,B,E,B,F,E,E,E,A,D,E,B,F,E,C,E,C,E,F,E,F,B,C,E,B,A,E,F,A,D,E,C,F,A,C,B,D,E,A,E,C,F,C,F,C,D,E,F,D,E,D,B,A,E,B,F,A,E,B,A,F,B,D,E,D,E,B,D,B,A
D,C,B,E,D,F,D,E,B,E,B,F,E,E,E,A,D,E,B,F,E,E,C,E,E,B,E,B,D,E,F,C,D,E,E,C,A,E,F,B,E,D,A
D,C,B,E,D,F,D,B,E,B,F,E,B,F,E,C,D,E
D,C,E,D,F,D,B,E,B,F,B,F,E,D
D,C,B,E,D,F,D,D,E,C,D,E,B,E,B,F,E,E,E,A,D,E,B,F,E,C,E,C,E,F,E,F,B,C,E,B,A,E,F,A,D,E,C,F,A,C,B,D,E,A,E,C,F,C,F,C,D,E,F,D,E,D,B,A,E,B,F,A,E,B,A,F,B,D,E,D,E,B,D,B,A
D,C,B,E,D,F,D,E,B,E,B,F,E,E,E,A,D,E,B,F,E,E,C,E,E,B,E,B,D,E,F,C,D,E,E,C,A,E,F,B,E,D,A
D,C,B,E,D,F,D,B,E,B,F,E,B,F,E,C,D,E
D,C,E,D,F,D,B,E,B,F,B,F,E,D
D,C,D,F,D,E,B,F,B,E,D
