DBDEFABFCF-FDCFEE-EF-C-A-EFBECE-DE-F,0
DBDEFABFCFF-E-CAEFB-CEDE,15
DBDEFABFCF-FDCFEE-EF-C-A-EFBECE-DE-F,0
DBDEFABFCFF-E-CAEFB-CEDE,15
DBD-F-BFCF-EC-EFB-E-E,0
DBD-E-F-CF-F-F-BE-D-E-C-FEBE,0
DEFCFF-BE-ECFEB,0
DEF-F-CFE,54
DEFF-E,66
ECEFDF-CD-EFE-F-ECEFCE-FD-CF-B-E,3
ECEFDF-D-FE-E,1
ECEFD-DFE,16
ECEFD,12
ECEFD,44
